payment_id, order_id, payment_date              , payment_method, payment_status, payment_amount
        51,       51, 2026-03-31 13:51:04.086098, paypal        , succeeded     ,        1957.53
        52,       52, 2026-03-31 14:06:39.277887, paypal        , succeeded     ,        1526.6
        53,       53, 2026-03-31 13:53:54.642088, debit_card    , succeeded     ,         519.6
        54,       54, 2026-03-31 13:50:28.245133, credit_card   , succeeded     ,        1635.84
        55,       55, 2026-03-31 13:58:43.928720, paypal        , succeeded     ,         619.5
        56,       56, 2026-03-31 13:58:11.042734, debit_card    , succeeded     ,         850.86
        57,       57, 2026-03-31 14:02:25.610030, cash          , succeeded     ,         478.22
        58,       58, 2026-03-31 13:51:40.829527, cash          , succeeded     ,        1558.24
        59,       59, 2026-03-31 13:49:18.122523, credit_card   , succeeded     ,         714.65
        60,       60, 2026-03-31 14:03:08.326595, paypal        , succeeded     ,         402.54
        61,       61, 2026-03-31 13:59:27.903890, paypal        , succeeded     ,         157.08
        62,       62, 2026-03-31 13:53:08.646961, debit_card    , succeeded     ,        1267.51
        63,       63, 2026-03-31 14:02:44.090410, debit_card    , succeeded     ,        2238.42
        64,       64, 2026-03-31 14:01:52.629986, cash          , succeeded     ,         171.78
        65,       65, 2026-03-31 14:06:33.911076, cash          , succeeded     ,        1214.43
        66,       66, 2026-03-31 13:50:47.277259, credit_card   , succeeded     ,        2042.65
        67,       67, 2026-03-31 13:49:52.741398, debit_card    , succeeded     ,        2691.69
        68,       68, 2026-03-31 13:55:30.817178, cash          , succeeded     ,        1709.23
        69,       69, 2026-03-31 14:00:05.148695, credit_card   , succeeded     ,        1715.5
        70,       70, 2026-03-31 13:55:10.831213, paypal        , succeeded     ,         582.21
        71,       71, 2026-03-31 13:49:39.551503, cash          , succeeded     ,        2991.61
        72,       72, 2026-03-31 14:00:31.039413, cash          , succeeded     ,        1322.41
        73,       73, 2026-03-31 13:51:02.729790, cash          , failed        ,           0.0
        74,       74, 2026-03-31 13:54:09.798002, debit_card    , succeeded     ,        2999.11
        75,       75, 2026-03-31 14:02:03.807391, paypal        , succeeded     ,        1297.41
        76,       76, 2026-03-31 13:56:57.398933, cash          , succeeded     ,        1042.2
        77,       77, 2026-03-31 14:06:29.586607, cash          , succeeded     ,         528.58
        78,       78, 2026-03-31 14:03:17.818567, paypal        , succeeded     ,        1626.52
        79,       79, 2026-03-31 14:06:36.120085, credit_card   , pending       ,         918.93
        80,       80, 2026-03-31 13:58:58.845005, debit_card    , succeeded     ,        1585.31
        81,       81, 2026-03-31 14:04:53.886010, credit_card   , failed        ,           0.0
        82,       82, 2026-03-31 14:00:05.963900, cash          , succeeded     ,        1014.39
        83,       83, 2026-03-31 13:58:23.951749, cash          , succeeded     ,         613.86
        84,       84, 2026-03-31 13:59:31.192828, paypal        , succeeded     ,         852.18
        85,       85, 2026-03-31 13:55:06.364106, cash          , succeeded     ,        3030.69
        86,       86, 2026-03-31 13:53:55.298335, cash          , succeeded     ,         285.72
        87,       87, 2026-03-31 14:02:55.572404, debit_card    , succeeded     ,        1899.65
        88,       88, 2026-03-31 14:01:40.042826, cash          , succeeded     ,        1646.54
        89,       89, 2026-03-31 14:00:54.228506, cash          , succeeded     ,         722.94
        90,       90, 2026-03-31 14:01:39.499057, debit_card    , pending       ,        3352.38
        91,       91, 2026-03-31 13:58:09.239979, cash          , succeeded     ,        1827.53
        92,       92, 2026-03-31 13:53:15.443998, credit_card   , succeeded     ,         767.62
        93,       93, 2026-03-31 13:54:42.074720, credit_card   , succeeded     ,        2397.39
        94,       94, 2026-03-31 13:59:16.958570, credit_card   , cancelled     ,           0.0
        95,       95, 2026-03-31 14:03:36.670141, credit_card   , succeeded     ,        1188.07
        96,       96, 2026-03-31 13:55:18.168936, paypal        , succeeded     ,         271.26
        97,       97, 2026-03-31 13:50:33.826858, cash          , succeeded     ,        2092.39
        98,       98, 2026-03-31 14:01:36.571654, paypal        , succeeded     ,         112.58
        99,       99, 2026-03-31 14:03:42.712640, credit_card   , succeeded     ,        2652.1
       100,      100, 2026-03-31 13:50:16.502937, paypal        , succeeded     ,         655.7
       101,      101, 2026-03-31 13:49:55.169166, debit_card    , succeeded     ,         514.2
       102,      102, 2026-03-31 14:04:47.590041, debit_card    , succeeded     ,        1737.1
       103,      103, 2026-03-31 13:57:22.353317, credit_card   , succeeded     ,        1506.64
       104,      104, 2026-03-31 13:56:49.857214, credit_card   , succeeded     ,         207.54
       105,      105, 2026-03-31 13:55:26.837754, credit_card   , succeeded     ,         494.55
       106,      106, 2026-03-31 13:58:16.356051, debit_card    , succeeded     ,        1555.6
       107,      107, 2026-03-31 13:59:23.298615, cash          , succeeded     ,         826.96
       108,      108, 2026-03-31 13:58:08.460599, paypal        , pending       ,         938.96
       109,      109, 2026-03-31 13:55:54.365073, debit_card    , pending       ,         325.24
       110,      110, 2026-03-31 13:53:32.789206, paypal        , succeeded     ,         336.48
       111,      111, 2026-03-31 13:57:46.733490, debit_card    , succeeded     ,        1526.36
       112,      112, 2026-03-31 13:56:25.295971, debit_card    , failed        ,           0.0
       113,      113, 2026-03-31 13:56:43.286351, debit_card    , succeeded     ,         938.51
       114,      114, 2026-03-31 14:05:33.518456, credit_card   , succeeded     ,        1473.68
       115,      115, 2026-03-31 13:57:36.704352, paypal        , succeeded     ,        2406.69
       116,      116, 2026-03-31 14:06:19.134282, debit_card    , succeeded     ,        1395.88
       117,      117, 2026-03-31 14:03:37.716777, debit_card    , succeeded     ,        1605.36
       118,      118, 2026-03-31 13:51:23.893876, cash          , pending       ,         447.43
       119,      119, 2026-03-31 13:51:05.293896, credit_card   , succeeded     ,        1400.16
       120,      120, 2026-03-31 14:01:36.042613, cash          , failed        ,           0.0
       121,      121, 2026-03-31 13:51:07.736003, cash          , succeeded     ,        1128.65
       122,      122, 2026-03-31 14:01:28.886660, paypal        , succeeded     ,        1188.63
       123,      123, 2026-03-31 14:04:20.333390, paypal        , succeeded     ,        2299.21
       124,      124, 2026-03-31 13:50:55.502810, cash          , succeeded     ,        1243.52
       125,      125, 2026-03-31 13:52:37.653942, credit_card   , failed        ,           0.0
       126,      126, 2026-03-31 13:57:19.224007, cash          , succeeded     ,        1423.35
       127,      127, 2026-03-31 14:02:14.216011, credit_card   , pending       ,         287.23
       128,      128, 2026-03-31 14:05:47.595126, credit_card   , failed        ,           0.0
       129,      129, 2026-03-31 13:55:26.878624, credit_card   , failed        ,           0.0
       130,      130, 2026-03-31 14:05:55.967493, paypal        , succeeded     ,        1466.81
       131,      131, 2026-03-31 13:59:37.728231, cash          , succeeded     ,         880.72
       132,      132, 2026-03-31 13:56:09.309448, cash          , succeeded     ,        1826.88
       133,      133, 2026-03-31 13:50:58.535742, debit_card    , succeeded     ,        1236.54
       134,      134, 2026-03-31 13:59:05.505935, debit_card    , succeeded     ,         140.92
       135,      135, 2026-03-31 13:49:31.504713, debit_card    , pending       ,        1884.24
       136,      136, 2026-03-31 13:51:33.568871, cash          , succeeded     ,        1616.65
       137,      137, 2026-03-31 13:55:29.184742, credit_card   , succeeded     ,        2156.77
       138,      138, 2026-03-31 14:06:38.301709, paypal        , succeeded     ,         775.68
       139,      139, 2026-03-31 13:54:15.520889, paypal        , succeeded     ,         494.02
       140,      140, 2026-03-31 13:57:32.799584, cash          , succeeded     ,        1784.79
       141,      141, 2026-03-31 14:03:02.499997, debit_card    , failed        ,           0.0
       142,      142, 2026-03-31 13:51:21.510990, cash          , succeeded     ,        3111.42
       143,      143, 2026-03-31 13:59:24.794184, paypal        , succeeded     ,         618.28
       144,      144, 2026-03-31 13:49:40.543130, debit_card    , pending       ,         734.85
       145,      145, 2026-03-31 14:04:53.793163, cash          , succeeded     ,        1409.04
       146,      146, 2026-03-31 14:04:48.181783, debit_card    , succeeded     ,         948.96
       147,      147, 2026-03-31 13:52:40.827972, paypal        , failed        ,           0.0
       148,      148, 2026-03-31 14:03:32.655075, paypal        , succeeded     ,        1177.14
       149,      149, 2026-03-31 13:57:35.897149, debit_card    , failed        ,           0.0
       150,      150, 2026-03-31 13:51:00.114138, credit_card   , cancelled     ,           0.0
       151,      151, 2026-03-31 13:55:04.540859, paypal        , succeeded     ,         759.75
       152,      152, 2026-03-31 14:04:28.060659, cash          , succeeded     ,        1364.6
       153,      153, 2026-03-31 13:56:18.981167, paypal        , cancelled     ,           0.0
       154,      154, 2026-03-31 13:59:06.903819, credit_card   , failed        ,           0.0
       155,      155, 2026-03-31 13:58:59.025094, paypal        , succeeded     ,        1213.92
       156,      156, 2026-03-31 14:05:00.310271, cash          , succeeded     ,        1793.06
       157,      157, 2026-03-31 14:02:51.857297, credit_card   , succeeded     ,         359.46
       158,      158, 2026-03-31 13:57:21.245752, credit_card   , succeeded     ,        2860.3
       159,      159, 2026-03-31 14:01:45.636175, paypal        , failed        ,           0.0
       160,      160, 2026-03-31 13:59:42.166487, paypal        , succeeded     ,         831.57
       161,      161, 2026-03-31 14:02:30.907330, paypal        , succeeded     ,         745.97
       162,      162, 2026-03-31 13:57:53.144970, credit_card   , succeeded     ,        1568.14
       163,      163, 2026-03-31 13:57:05.811058, credit_card   , succeeded     ,         773.66
       164,      164, 2026-03-31 13:56:53.923743, cash          , pending       ,         942.17
       165,      165, 2026-03-31 13:56:53.000718, paypal        , succeeded     ,        2997.95
       166,      166, 2026-03-31 14:04:23.653197, debit_card    , failed        ,           0.0
       167,      167, 2026-03-31 13:54:39.233589, paypal        , succeeded     ,        1052.53
       168,      168, 2026-03-31 14:03:11.796551, paypal        , succeeded     ,         445.8
       169,      169, 2026-03-31 14:00:45.662498, cash          , pending       ,        2151.34
       170,      170, 2026-03-31 13:56:10.398593, debit_card    , succeeded     ,         871.68
       171,      171, 2026-03-31 13:52:59.448066, cash          , succeeded     ,        4651.33
       172,      172, 2026-03-31 13:55:55.028899, cash          , succeeded     ,         327.6
       173,      173, 2026-03-31 13:58:32.274007, credit_card   , cancelled     ,           0.0
       174,      174, 2026-03-31 14:06:02.725852, paypal        , succeeded     ,         461.9
       175,      175, 2026-03-31 14:04:49.246618, paypal        , succeeded     ,        2261.52
       176,      176, 2026-03-31 14:02:02.785818, cash          , succeeded     ,        1104.91
       177,      177, 2026-03-31 14:00:25.589852, cash          , succeeded     ,        2038.77
       178,      178, 2026-03-31 14:04:23.229859, credit_card   , succeeded     ,        1488.68
       179,      179, 2026-03-31 14:01:31.785316, credit_card   , succeeded     ,        1157.0
       180,      180, 2026-03-31 13:59:05.754377, cash          , pending       ,        1230.92
       181,      181, 2026-03-31 14:03:07.851484, credit_card   , succeeded     ,         205.71
       182,      182, 2026-03-31 14:01:31.990757, debit_card    , succeeded     ,         442.12
       183,      183, 2026-03-31 13:58:53.927903, cash          , succeeded     ,        2677.11
       184,      184, 2026-03-31 13:51:01.684140, debit_card    , failed        ,           0.0
       185,      185, 2026-03-31 13:58:52.101049, paypal        , succeeded     ,         160.47
       186,      186, 2026-03-31 13:52:15.820872, cash          , succeeded     ,        3605.22
       187,      187, 2026-03-31 13:59:56.200379, cash          , succeeded     ,        2120.79
       188,      188, 2026-03-31 13:59:11.004030, paypal        , succeeded     ,         501.21
       189,      189, 2026-03-31 13:49:45.104337, cash          , succeeded     ,         789.71
       190,      190, 2026-03-31 13:59:03.863934, paypal        , cancelled     ,           0.0
       191,      191, 2026-03-31 13:52:12.547543, paypal        , succeeded     ,        1741.1
       192,      192, 2026-03-31 13:57:21.902548, debit_card    , succeeded     ,         434.36
       193,      193, 2026-03-31 14:04:56.613423, cash          , succeeded     ,        1063.32
       194,      194, 2026-03-31 13:50:57.905831, debit_card    , succeeded     ,        1041.53
       195,      195, 2026-03-31 14:05:39.076355, debit_card    , succeeded     ,         954.96
       196,      196, 2026-03-31 13:52:02.122874, credit_card   , succeeded     ,         645.87
       197,      197, 2026-03-31 13:49:08.491470, paypal        , pending       ,        1657.08
       198,      198, 2026-03-31 14:02:57.697610, cash          , succeeded     ,        1136.38
       199,      199, 2026-03-31 13:53:12.909630, cash          , succeeded     ,        1228.93
       200,      200, 2026-03-31 14:01:30.067118, paypal        , succeeded     ,        1321.11
       201,      201, 2026-03-31 14:04:46.668295, paypal        , succeeded     ,        1443.91
       202,      202, 2026-03-31 13:56:47.767827, debit_card    , failed        ,           0.0
       203,      203, 2026-03-31 14:03:19.474706, paypal        , succeeded     ,        2319.32
       204,      204, 2026-03-31 13:59:43.403207, paypal        , succeeded     ,        2706.9
       205,      205, 2026-03-31 13:56:01.941694, paypal        , succeeded     ,        2496.42
       206,      206, 2026-03-31 13:49:36.582335, cash          , failed        ,           0.0
       207,      207, 2026-03-31 14:04:18.932283, cash          , succeeded     ,        1170.89
       208,      208, 2026-03-31 13:49:13.124308, cash          , failed        ,           0.0
       209,      209, 2026-03-31 13:56:39.978813, credit_card   , succeeded     ,         149.66
       210,      210, 2026-03-31 13:56:16.131337, cash          , cancelled     ,           0.0
       211,      211, 2026-03-31 14:04:16.420283, credit_card   , succeeded     ,         533.13
       212,      212, 2026-03-31 13:54:30.773030, paypal        , succeeded     ,         709.41
       213,      213, 2026-03-31 13:53:25.752017, paypal        , succeeded     ,        1234.34
       214,      214, 2026-03-31 13:50:51.816194, paypal        , succeeded     ,        1442.85
       215,      215, 2026-03-31 13:50:35.280324, debit_card    , succeeded     ,        2305.18
       216,      216, 2026-03-31 13:51:49.608472, credit_card   , succeeded     ,         679.34
       217,      217, 2026-03-31 13:51:23.556993, credit_card   , succeeded     ,        1562.79
       218,      218, 2026-03-31 13:53:23.998887, credit_card   , succeeded     ,         434.14
       219,      219, 2026-03-31 13:50:24.798849, cash          , succeeded     ,         923.34
       220,      220, 2026-03-31 13:54:19.337756, debit_card    , succeeded     ,        2299.68
       221,      221, 2026-03-31 13:56:07.858549, credit_card   , succeeded     ,         690.24
       222,      222, 2026-03-31 13:51:50.726332, credit_card   , failed        ,           0.0
       223,      223, 2026-03-31 13:59:51.633463, debit_card    , succeeded     ,         887.71
       224,      224, 2026-03-31 13:54:39.313952, cash          , succeeded     ,         646.24
       225,      225, 2026-03-31 13:49:17.344888, debit_card    , succeeded     ,        1352.21
       226,      226, 2026-03-31 13:49:51.181925, paypal        , succeeded     ,         388.84
       227,      227, 2026-03-31 13:55:49.134888, debit_card    , succeeded     ,         793.83
       228,      228, 2026-03-31 13:54:33.644781, credit_card   , succeeded     ,         522.48
       229,      229, 2026-03-31 13:56:13.848637, debit_card    , succeeded     ,         922.62
       230,      230, 2026-03-31 13:54:38.155214, paypal        , succeeded     ,         822.38
       231,      231, 2026-03-31 13:55:33.554211, cash          , succeeded     ,        1619.43
       232,      232, 2026-03-31 14:03:41.960711, cash          , succeeded     ,         382.63
       233,      233, 2026-03-31 13:50:58.643565, debit_card    , succeeded     ,          19.36
       234,      234, 2026-03-31 13:52:26.764215, credit_card   , failed        ,           0.0
       235,      235, 2026-03-31 14:02:20.304438, paypal        , cancelled     ,           0.0
       236,      236, 2026-03-31 13:59:20.911403, paypal        , succeeded     ,        2493.44
       237,      237, 2026-03-31 13:57:40.417796, debit_card    , succeeded     ,         949.24
       238,      238, 2026-03-31 14:02:20.581177, credit_card   , cancelled     ,           0.0
       239,      239, 2026-03-31 13:55:43.852574, cash          , cancelled     ,           0.0
       240,      240, 2026-03-31 13:50:52.287882, paypal        , succeeded     ,        1316.32
       241,      241, 2026-03-31 13:49:53.482536, paypal        , succeeded     ,        1199.33
       242,      242, 2026-03-31 13:57:10.009416, cash          , succeeded     ,        2214.24
       243,      243, 2026-03-31 13:56:07.642581, paypal        , succeeded     ,         134.91
       244,      244, 2026-03-31 13:57:30.905231, debit_card    , succeeded     ,         447.82
       245,      245, 2026-03-31 13:56:08.093293, cash          , succeeded     ,        2281.41
       246,      246, 2026-03-31 13:53:00.439692, paypal        , succeeded     ,         832.26
       247,      247, 2026-03-31 14:04:45.048368, debit_card    , succeeded     ,        1101.75
       248,      248, 2026-03-31 13:53:38.692518, paypal        , succeeded     ,          58.52
       249,      249, 2026-03-31 14:06:08.552663, debit_card    , succeeded     ,        1734.5
       250,      250, 2026-03-31 14:00:57.105223, cash          , succeeded     ,        1784.5
       251,      251, 2026-03-31 13:53:14.021384, paypal        , succeeded     ,         796.18
       252,      252, 2026-03-31 13:58:47.084046, debit_card    , failed        ,           0.0
       253,      253, 2026-03-31 14:02:56.031322, debit_card    , succeeded     ,        2394.2
       254,      254, 2026-03-31 13:54:16.981869, debit_card    , failed        ,           0.0
       255,      255, 2026-03-31 13:56:07.285595, debit_card    , succeeded     ,        1412.4
       256,      256, 2026-03-31 13:50:18.621024, credit_card   , succeeded     ,        1010.98
       257,      257, 2026-03-31 14:00:14.662914, paypal        , succeeded     ,        1828.95
       258,      258, 2026-03-31 13:52:27.733459, credit_card   , succeeded     ,         639.39
       259,      259, 2026-03-31 14:06:13.344434, credit_card   , succeeded     ,        1239.72
       260,      260, 2026-03-31 13:55:31.169638, cash          , succeeded     ,        1653.48
       261,      261, 2026-03-31 14:06:32.133413, cash          , cancelled     ,           0.0
       262,      262, 2026-03-31 14:02:52.585556, credit_card   , succeeded     ,         227.59
       263,      263, 2026-03-31 13:58:28.538480, cash          , succeeded     ,        2120.8
       264,      264, 2026-03-31 13:56:25.652653, debit_card    , succeeded     ,        4189.98
       265,      265, 2026-03-31 14:05:12.412150, cash          , succeeded     ,         911.22
       266,      266, 2026-03-31 13:56:55.881361, debit_card    , failed        ,           0.0
       267,      267, 2026-03-31 13:48:49.081143, credit_card   , succeeded     ,        2325.93
       268,      268, 2026-03-31 13:57:09.824218, paypal        , pending       ,        1366.79
       269,      269, 2026-03-31 14:03:43.721528, cash          , succeeded     ,        2671.83
       270,      270, 2026-03-31 13:54:00.389411, credit_card   , cancelled     ,           0.0
       271,      271, 2026-03-31 14:06:17.848348, cash          , succeeded     ,         979.05
       272,      272, 2026-03-31 13:48:48.586366, cash          , succeeded     ,        1987.31
       273,      273, 2026-03-31 14:05:36.187361, debit_card    , succeeded     ,        1532.04
       274,      274, 2026-03-31 13:57:28.761161, cash          , succeeded     ,         338.56
       275,      275, 2026-03-31 13:59:33.697172, debit_card    , succeeded     ,        2391.79
       276,      276, 2026-03-31 14:03:54.646739, paypal        , succeeded     ,        3150.52
       277,      277, 2026-03-31 13:55:38.565796, credit_card   , succeeded     ,        2022.63
       278,      278, 2026-03-31 13:55:07.531354, credit_card   , succeeded     ,        1119.86
       279,      279, 2026-03-31 14:00:10.783496, debit_card    , pending       ,        1942.64
       280,      280, 2026-03-31 13:59:19.971900, paypal        , failed        ,           0.0
       281,      281, 2026-03-31 13:57:59.154695, cash          , succeeded     ,        1899.99
       282,      282, 2026-03-31 13:49:37.123509, debit_card    , succeeded     ,        1944.3
       283,      283, 2026-03-31 14:02:06.317581, credit_card   , pending       ,         438.15
       284,      284, 2026-03-31 13:58:56.128104, paypal        , succeeded     ,         902.59
       285,      285, 2026-03-31 13:54:12.689416, credit_card   , succeeded     ,         666.14
       286,      286, 2026-03-31 13:55:54.929293, cash          , succeeded     ,         742.86
       287,      287, 2026-03-31 13:51:00.815122, credit_card   , failed        ,           0.0
       288,      288, 2026-03-31 13:51:18.822290, cash          , succeeded     ,        1268.17
       289,      289, 2026-03-31 13:58:48.997408, cash          , succeeded     ,        1988.35
       290,      290, 2026-03-31 13:53:49.814962, paypal        , pending       ,        1165.44
       291,      291, 2026-03-31 13:56:34.519427, paypal        , succeeded     ,        2556.45
       292,      292, 2026-03-31 13:59:47.280934, paypal        , succeeded     ,        2006.49
       293,      293, 2026-03-31 14:06:02.010548, paypal        , succeeded     ,        1646.65
       294,      294, 2026-03-31 13:54:31.768257, debit_card    , succeeded     ,        2732.08
       295,      295, 2026-03-31 14:01:04.669076, debit_card    , succeeded     ,         322.29
       296,      296, 2026-03-31 13:54:58.046077, paypal        , failed        ,           0.0
       297,      297, 2026-03-31 13:53:30.269376, paypal        , succeeded     ,        2050.41
       298,      298, 2026-03-31 14:02:20.909521, credit_card   , succeeded     ,         812.64
       299,      299, 2026-03-31 13:56:56.935528, credit_card   , succeeded     ,        2070.08
       300,      300, 2026-03-31 13:53:13.602548, credit_card   , pending       ,         408.08
       301,      301, 2026-03-31 14:06:29.663703, debit_card    , succeeded     ,        1979.36
       302,      302, 2026-03-31 13:54:56.960189, credit_card   , succeeded     ,        1615.02
       303,      303, 2026-03-31 13:57:04.583289, cash          , failed        ,           0.0
       304,      304, 2026-03-31 13:59:35.474761, cash          , succeeded     ,        2257.06
       305,      305, 2026-03-31 13:49:05.144585, credit_card   , succeeded     ,        1476.02
       306,      306, 2026-03-31 14:01:15.192665, paypal        , succeeded     ,         164.0
       307,      307, 2026-03-31 14:00:26.158755, credit_card   , succeeded     ,         307.0
       308,      308, 2026-03-31 13:48:50.211315, cash          , succeeded     ,         361.29
       309,      309, 2026-03-31 13:57:22.651266, debit_card    , succeeded     ,        2543.53
       310,      310, 2026-03-31 14:05:01.560594, debit_card    , succeeded     ,        1816.1
       311,      311, 2026-03-31 14:00:54.522917, debit_card    , succeeded     ,         989.93
       312,      312, 2026-03-31 13:56:14.216075, credit_card   , succeeded     ,         752.96
       313,      313, 2026-03-31 14:04:54.889632, paypal        , succeeded     ,         830.17
       314,      314, 2026-03-31 14:01:27.563649, credit_card   , succeeded     ,        2271.52
       315,      315, 2026-03-31 14:02:31.462461, cash          , succeeded     ,        1615.76
       316,      316, 2026-03-31 13:58:29.181970, paypal        , succeeded     ,        1238.61
       317,      317, 2026-03-31 14:02:58.289654, cash          , pending       ,         361.34
       318,      318, 2026-03-31 14:00:29.025058, cash          , succeeded     ,         829.44
       319,      319, 2026-03-31 13:50:11.724966, debit_card    , succeeded     ,        2113.84
       320,      320, 2026-03-31 13:49:21.423322, cash          , succeeded     ,         328.2
       321,      321, 2026-03-31 14:03:46.650574, paypal        , pending       ,        1482.93
       322,      322, 2026-03-31 14:00:53.342124, cash          , succeeded     ,        1282.28
       323,      323, 2026-03-31 14:00:54.025586, debit_card    , cancelled     ,           0.0
       324,      324, 2026-03-31 13:55:09.234311, credit_card   , succeeded     ,         911.09
       325,      325, 2026-03-31 14:03:25.803747, paypal        , succeeded     ,        1119.95
       326,      326, 2026-03-31 14:03:41.664182, debit_card    , succeeded     ,         690.66
       327,      327, 2026-03-31 13:55:14.603000, paypal        , succeeded     ,         362.14
       328,      328, 2026-03-31 13:51:59.361568, debit_card    , succeeded     ,        1104.47
       329,      329, 2026-03-31 14:02:37.403112, debit_card    , succeeded     ,        3063.24
       330,      330, 2026-03-31 14:01:20.792545, credit_card   , succeeded     ,        1884.74
       331,      331, 2026-03-31 13:48:57.105886, credit_card   , cancelled     ,           0.0
       332,      332, 2026-03-31 13:57:07.707934, paypal        , succeeded     ,         249.71
       333,      333, 2026-03-31 14:05:39.147677, debit_card    , succeeded     ,        1436.93
       334,      334, 2026-03-31 13:56:48.143869, credit_card   , failed        ,           0.0
       335,      335, 2026-03-31 13:52:47.242426, cash          , succeeded     ,        1898.62
       336,      336, 2026-03-31 13:49:09.364203, cash          , succeeded     ,         491.25
       337,      337, 2026-03-31 13:53:51.625242, debit_card    , pending       ,        1372.08
       338,      338, 2026-03-31 14:05:23.110585, debit_card    , succeeded     ,        1229.11
       339,      339, 2026-03-31 13:55:14.446700, cash          , succeeded     ,         516.33
       340,      340, 2026-03-31 13:50:25.163841, paypal        , succeeded     ,        1212.34
       341,      341, 2026-03-31 13:59:50.518126, paypal        , succeeded     ,        2300.94
       342,      342, 2026-03-31 13:54:15.432815, debit_card    , succeeded     ,         765.81
       343,      343, 2026-03-31 14:01:43.234292, cash          , succeeded     ,        1691.5
       344,      344, 2026-03-31 13:53:00.998579, cash          , succeeded     ,        2454.28
       345,      345, 2026-03-31 13:57:41.313365, paypal        , succeeded     ,        2873.74
