order_id,customer_id,order_date,order_status,currency,total_amount
263,344,2026-03-31 14:32:52.538480,paid,USD,2120.8
264,272,2026-03-31 14:30:49.652653,paid,USD,4189.98
265,710,2026-03-31 14:39:36.412150,paid,USD,911.22
266,263,2026-03-31 14:31:19.881361,created,USD,1355.79
267,738,2026-03-31 14:23:13.081143,paid,USD,2325.93
268,396,2026-03-31 14:31:33.824218,created,USD,1366.79
269,430,2026-03-31 14:38:07.721528,paid,USD,2671.83
270,906,2026-03-31 14:28:24.389411,cancelled,USD,721.0
271,903,2026-03-31 14:40:41.848348,paid,USD,979.05
272,560,2026-03-31 14:23:12.586366,paid,USD,1987.31
273,849,2026-03-31 14:40:00.187361,paid,USD,1532.04
274,885,2026-03-31 14:31:52.761161,paid,USD,338.56
275,777,2026-03-31 14:33:57.697172,paid,USD,2391.79
276,167,2026-03-31 14:38:18.646739,paid,USD,3150.52
277,819,2026-03-31 14:30:02.565796,paid,USD,2022.63
278,302,2026-03-31 14:29:31.531354,paid,USD,1119.86
279,268,2026-03-31 14:34:34.783496,created,USD,1942.64
280,76,2026-03-31 14:33:43.971900,cancelled,USD,620.52
281,910,2026-03-31 14:32:23.154695,paid,USD,1899.99
282,750,2026-03-31 14:24:01.123509,paid,USD,1944.3
283,965,2026-03-31 14:36:30.317581,created,USD,438.15
284,96,2026-03-31 14:33:20.128104,paid,USD,902.59
285,629,2026-03-31 14:28:36.689416,paid,USD,666.14
286,722,2026-03-31 14:30:18.929293,paid,USD,742.86
287,966,2026-03-31 14:25:24.815122,created,USD,2834.75
288,622,2026-03-31 14:25:42.822290,paid,USD,1268.17
289,161,2026-03-31 14:33:12.997408,paid,USD,1988.35
290,340,2026-03-31 14:28:13.814962,created,USD,1165.44
291,195,2026-03-31 14:30:58.519427,paid,USD,2556.45
292,568,2026-03-31 14:34:11.280934,paid,USD,2006.49
293,748,2026-03-31 14:40:26.010548,paid,USD,1646.65
294,677,2026-03-31 14:28:55.768257,paid,USD,2732.08
295,244,2026-03-31 14:35:28.669076,paid,USD,322.29
296,403,2026-03-31 14:29:22.046077,created,USD,1813.59
297,861,2026-03-31 14:27:54.269376,paid,USD,2050.41
298,56,2026-03-31 14:36:44.909521,paid,USD,812.64
299,438,2026-03-31 14:31:20.935528,paid,USD,2070.08
300,844,2026-03-31 14:27:37.602548,created,USD,408.08
301,615,2026-03-31 14:40:53.663703,paid,USD,1979.36
302,100,2026-03-31 14:29:20.960189,paid,USD,1615.02
303,175,2026-03-31 14:31:28.583289,created,USD,538.1
304,84,2026-03-31 14:33:59.474761,paid,USD,2257.06
305,119,2026-03-31 14:23:29.144585,paid,USD,1476.02
306,408,2026-03-31 14:35:39.192665,paid,USD,164.0
307,917,2026-03-31 14:34:50.158755,paid,USD,307.0
308,94,2026-03-31 14:23:14.211315,paid,USD,361.29
309,397,2026-03-31 14:31:46.651266,paid,USD,2543.53
310,907,2026-03-31 14:39:25.560594,paid,USD,1816.1
311,192,2026-03-31 14:35:18.522917,paid,USD,989.93
312,270,2026-03-31 14:30:38.216075,paid,USD,752.96
313,270,2026-03-31 14:39:18.889632,paid,USD,830.17
314,276,2026-03-31 14:35:51.563649,paid,USD,2271.52
315,155,2026-03-31 14:36:55.462461,paid,USD,1615.76
316,684,2026-03-31 14:32:53.181970,paid,USD,1238.61
317,685,2026-03-31 14:37:22.289654,created,USD,361.34
318,555,2026-03-31 14:34:53.025058,paid,USD,829.44
319,775,2026-03-31 14:24:35.724966,paid,USD,2113.84
320,567,2026-03-31 14:23:45.423322,paid,USD,328.2
321,397,2026-03-31 14:38:10.650574,created,USD,1482.93
322,429,2026-03-31 14:35:17.342124,paid,USD,1282.28
323,704,2026-03-31 14:35:18.025586,cancelled,USD,2801.19
324,487,2026-03-31 14:29:33.234311,paid,USD,911.09
325,242,2026-03-31 14:37:49.803747,paid,USD,1119.95
326,81,2026-03-31 14:38:05.664182,paid,USD,690.66
327,875,2026-03-31 14:29:38.603000,paid,USD,362.14
328,515,2026-03-31 14:26:23.361568,paid,USD,1104.47
329,530,2026-03-31 14:37:01.403112,paid,USD,3063.24
330,694,2026-03-31 14:35:44.792545,paid,USD,1884.74
331,151,2026-03-31 14:23:21.105886,cancelled,USD,1942.01
332,776,2026-03-31 14:31:31.707934,paid,USD,249.71
333,972,2026-03-31 14:40:03.147677,paid,USD,1436.93
334,996,2026-03-31 14:31:12.143869,cancelled,USD,1429.55
335,198,2026-03-31 14:27:11.242426,paid,USD,1898.62
336,434,2026-03-31 14:23:33.364203,paid,USD,491.25
337,700,2026-03-31 14:28:15.625242,created,USD,1372.08
338,843,2026-03-31 14:39:47.110585,paid,USD,1229.11
339,855,2026-03-31 14:29:38.446700,paid,USD,516.33
340,328,2026-03-31 14:24:49.163841,paid,USD,1212.34
341,937,2026-03-31 14:34:14.518126,paid,USD,2300.94
342,90,2026-03-31 14:28:39.432815,paid,USD,765.81
343,407,2026-03-31 14:36:07.234292,paid,USD,1691.5
344,878,2026-03-31 14:27:24.998579,paid,USD,2454.28
345,470,2026-03-31 14:32:05.313365,paid,USD,2873.74
346,13,2026-03-31 14:29:44.039113,paid,USD,1820.22
347,639,2026-03-31 14:28:15.216867,paid,USD,314.76
348,801,2026-03-31 14:39:28.868197,paid,USD,2186.79
349,425,2026-03-31 14:35:55.525447,paid,USD,1966.18
350,581,2026-03-31 14:26:57.813227,paid,USD,1176.68
351,777,2026-03-31 14:26:43.773737,paid,USD,1548.54
352,103,2026-03-31 14:37:58.813348,cancelled,USD,1444.92
353,577,2026-03-31 14:30:19.773074,cancelled,USD,2582.74
354,805,2026-03-31 14:38:51.509531,paid,USD,1219.65
355,549,2026-03-31 14:33:26.630410,paid,USD,3374.02
356,899,2026-03-31 14:32:05.532227,paid,USD,243.0
357,393,2026-03-31 14:33:07.928002,paid,USD,1197.11
358,586,2026-03-31 14:35:04.625495,paid,USD,2523.84
359,39,2026-03-31 14:33:22.963612,paid,USD,2172.97
360,413,2026-03-31 14:35:28.974289,paid,USD,3067.49
361,624,2026-03-31 14:33:22.351452,paid,USD,1646.05
362,412,2026-03-31 14:24:22.589475,paid,USD,1607.42
363,911,2026-03-31 14:25:30.506106,created,USD,1180.7
364,708,2026-03-31 14:24:22.253267,paid,USD,1150.01
365,764,2026-03-31 14:27:52.394439,paid,USD,422.59
366,276,2026-03-31 14:33:27.495554,paid,USD,2944.01
367,21,2026-03-31 14:27:18.202389,paid,USD,766.06
368,813,2026-03-31 14:32:36.926356,paid,USD,2476.53
369,288,2026-03-31 14:37:16.832925,paid,USD,966.44
370,879,2026-03-31 14:26:39.199672,paid,USD,765.92
371,101,2026-03-31 14:35:24.217014,paid,USD,468.76
372,234,2026-03-31 14:41:03.307462,cancelled,USD,147.49
373,998,2026-03-31 14:35:40.424681,paid,USD,853.47
374,793,2026-03-31 14:32:47.576839,paid,USD,87.81
375,276,2026-03-31 14:27:45.154758,paid,USD,2122.0
376,620,2026-03-31 14:33:16.925256,paid,USD,356.72
377,193,2026-03-31 14:31:22.240214,paid,USD,327.21
378,936,2026-03-31 14:40:04.921598,paid,USD,481.2
379,759,2026-03-31 14:34:44.243589,paid,USD,50.04
380,529,2026-03-31 14:40:10.520162,paid,USD,2752.35
381,841,2026-03-31 14:24:08.011821,paid,USD,1910.71
382,811,2026-03-31 14:40:05.860076,created,USD,1686.12
383,319,2026-03-31 14:30:59.152025,paid,USD,1907.35
384,414,2026-03-31 14:41:06.714995,paid,USD,645.57
385,872,2026-03-31 14:28:07.958444,paid,USD,629.97
386,583,2026-03-31 14:35:26.587353,paid,USD,1517.22
387,198,2026-03-31 14:31:35.913666,created,USD,741.12
388,206,2026-03-31 14:29:42.389591,paid,USD,1378.02
389,256,2026-03-31 14:36:51.743452,paid,USD,502.32
390,52,2026-03-31 14:39:06.506637,created,USD,2348.55
391,722,2026-03-31 14:27:14.512063,paid,USD,766.64
392,378,2026-03-31 14:28:12.167673,paid,USD,703.46
393,518,2026-03-31 14:30:45.667035,paid,USD,2975.63
394,946,2026-03-31 14:31:16.770417,paid,USD,868.02
395,32,2026-03-31 14:23:17.572027,paid,USD,501.63
396,501,2026-03-31 14:26:42.176791,paid,USD,2171.46
397,182,2026-03-31 14:24:40.353614,paid,USD,739.53
398,486,2026-03-31 14:33:29.565186,cancelled,USD,1836.01
399,359,2026-03-31 14:23:39.401694,paid,USD,1217.06
400,858,2026-03-31 14:36:28.439713,paid,USD,1794.29
401,767,2026-03-31 14:40:48.343260,paid,USD,2745.44
402,93,2026-03-31 14:30:49.725878,paid,USD,1527.53
403,396,2026-03-31 14:24:32.395596,paid,USD,402.75
404,875,2026-03-31 14:27:41.982894,created,USD,796.06
405,989,2026-03-31 14:26:09.640101,paid,USD,1406.21
406,227,2026-03-31 14:28:47.670326,paid,USD,436.56
407,694,2026-03-31 14:34:28.074262,paid,USD,512.5
408,668,2026-03-31 14:24:56.464185,paid,USD,2569.86
409,21,2026-03-31 14:31:50.363734,paid,USD,35.01
410,991,2026-03-31 14:37:44.703800,paid,USD,615.38
411,10,2026-03-31 14:33:51.933232,paid,USD,502.52
412,136,2026-03-31 14:34:28.400877,paid,USD,1838.22
413,616,2026-03-31 14:29:13.046739,paid,USD,1362.54
414,230,2026-03-31 14:27:42.442229,paid,USD,589.31
415,825,2026-03-31 14:25:08.467906,paid,USD,2999.26
416,730,2026-03-31 14:27:29.427950,cancelled,USD,2868.1
417,659,2026-03-31 14:29:20.066125,cancelled,USD,438.71
418,917,2026-03-31 14:24:10.787489,paid,USD,1443.68
419,358,2026-03-31 14:29:12.275532,paid,USD,115.92
420,224,2026-03-31 14:37:29.640009,paid,USD,1985.24
421,694,2026-03-31 14:40:11.031383,paid,USD,871.5
422,639,2026-03-31 14:37:09.809429,paid,USD,878.91
423,105,2026-03-31 14:34:21.131880,paid,USD,248.91
424,679,2026-03-31 14:36:57.226456,created,USD,1027.99
425,860,2026-03-31 14:34:27.376658,cancelled,USD,302.0
426,663,2026-03-31 14:33:37.249227,paid,USD,974.47
427,290,2026-03-31 14:24:44.377475,paid,USD,973.44
428,111,2026-03-31 14:24:17.541901,paid,USD,1016.86
429,345,2026-03-31 14:23:48.011170,paid,USD,2112.04
430,656,2026-03-31 14:28:50.341789,cancelled,USD,2541.77
431,284,2026-03-31 14:38:27.507516,paid,USD,1946.36
432,729,2026-03-31 14:24:22.230476,paid,USD,636.83
433,668,2026-03-31 14:25:29.738654,cancelled,USD,3445.2
434,154,2026-03-31 14:39:44.645051,paid,USD,153.02
435,247,2026-03-31 14:31:09.271876,paid,USD,85.3
436,825,2026-03-31 14:28:37.588760,paid,USD,1998.43
437,830,2026-03-31 14:34:28.280029,paid,USD,3042.03
438,677,2026-03-31 14:24:23.053480,paid,USD,417.24
439,144,2026-03-31 14:35:23.769614,paid,USD,361.1
440,672,2026-03-31 14:33:15.998696,paid,USD,2893.43
441,303,2026-03-31 14:28:30.510112,paid,USD,1754.32
442,429,2026-03-31 14:30:03.971923,paid,USD,1542.88
443,755,2026-03-31 14:24:55.496671,paid,USD,1619.48
444,726,2026-03-31 14:36:44.120426,created,USD,783.75
445,836,2026-03-31 14:27:23.760943,cancelled,USD,1084.76
446,744,2026-03-31 14:33:59.541922,paid,USD,3003.71
447,703,2026-03-31 14:35:04.501954,paid,USD,2060.25
448,804,2026-03-31 14:23:23.455069,paid,USD,907.54
449,964,2026-03-31 14:30:06.633627,paid,USD,2272.71
450,520,2026-03-31 14:37:30.777852,paid,USD,1437.92
451,175,2026-03-31 14:39:02.333221,paid,USD,1602.13
452,898,2026-03-31 14:34:20.768999,paid,USD,939.66
453,301,2026-03-31 14:29:18.785793,paid,USD,501.43
454,132,2026-03-31 14:40:04.591640,created,USD,2111.33
455,743,2026-03-31 14:37:17.563468,paid,USD,12.04
