order_item_id,order_id,product_id,quantity,unit_price,line_amount
559,224,109,2,44.61,89.22
560,224,155,1,92.21,92.21
561,224,81,1,12.17,12.17
562,225,157,2,321.64,643.28
563,225,180,3,236.31,708.93
564,226,191,1,54.0,54.0
565,226,155,1,91.95,91.95
566,226,42,1,242.89,242.89
567,227,34,3,264.61,793.83
568,228,89,2,261.24,522.48
569,229,55,1,151.12,151.12
570,229,83,2,385.75,771.5
571,230,96,1,91.86,91.86
572,230,7,2,365.26,730.52
573,231,7,1,385.59,385.59
574,231,121,2,344.71,689.42
575,231,198,1,52.78,52.78
576,231,197,2,245.82,491.64
577,232,25,1,382.63,382.63
578,233,44,1,19.36,19.36
579,234,197,2,237.36,474.72
580,234,162,1,270.87,270.87
581,234,97,3,164.47,493.41
582,234,199,2,388.54,777.08
583,235,5,2,131.02,262.04
584,235,2,1,474.86,474.86
585,235,104,2,382.09,764.18
586,235,114,2,232.49,464.98
587,236,62,3,373.97,1121.91
588,236,187,2,481.27,962.54
589,236,23,1,408.99,408.99
590,237,194,1,327.94,327.94
591,237,173,1,268.66,268.66
592,237,88,1,352.64,352.64
593,238,37,2,238.94,477.88
594,238,185,1,254.69,254.69
595,239,197,2,235.26,470.52
596,239,177,2,462.26,924.52
597,240,47,3,25.19,75.57
598,240,140,1,278.02,278.02
599,240,41,1,489.11,489.11
600,240,197,2,236.81,473.62
601,241,72,1,303.31,303.31
602,241,167,2,102.51,205.02
603,241,88,2,345.5,691.0
604,242,111,3,354.85,1064.55
605,242,12,3,383.23,1149.69
606,243,43,1,79.31,79.31
607,243,27,1,55.6,55.6
608,244,30,2,223.91,447.82
609,245,145,3,107.81,323.43
610,245,119,2,152.78,305.56
611,245,36,2,452.89,905.78
612,245,162,3,248.88,746.64
613,246,130,2,416.13,832.26
614,247,34,3,252.68,758.04
615,247,60,1,343.71,343.71
616,248,198,1,58.52,58.52
617,249,165,1,58.0,58.0
618,249,28,3,279.28,837.84
619,249,68,2,419.33,838.66
620,250,179,3,82.72,248.16
621,250,159,2,327.81,655.62
622,250,141,1,337.86,337.86
623,250,140,2,271.43,542.86
624,251,199,2,398.09,796.18
625,252,50,1,125.56,125.56
626,252,4,1,302.76,302.76
627,253,3,2,350.41,700.82
628,253,154,1,346.38,346.38
629,253,131,3,449.0,1347.0
630,254,124,2,388.5,777.0
631,254,167,1,118.72,118.72
632,255,92,2,471.62,943.24
633,255,51,2,221.12,442.24
634,255,70,2,13.46,26.92
635,256,140,2,259.09,518.18
636,256,72,1,313.73,313.73
637,256,17,1,179.07,179.07
638,257,30,2,208.66,417.32
639,257,32,2,349.01,698.02
640,257,148,2,108.0,216.0
641,257,190,1,497.61,497.61
642,258,108,1,210.9,210.9
643,258,138,3,142.83,428.49
644,259,54,3,413.24,1239.72
645,260,152,3,161.16,483.48
646,260,143,3,390.0,1170.0
647,261,185,1,243.61,243.61
648,261,143,1,415.49,415.49
649,262,200,1,76.33,76.33
650,262,191,3,50.42,151.26
651,263,77,2,453.62,907.24
652,263,13,3,404.52,1213.56
653,264,127,2,297.96,595.92
654,264,88,2,396.87,793.74
655,264,36,3,470.83,1412.49
656,264,192,3,462.61,1387.83
657,265,16,2,455.61,911.22
658,266,44,3,20.61,61.83
659,266,67,3,148.0,444.0
660,266,107,2,349.07,698.14
661,266,43,2,75.91,151.82
662,267,33,3,270.98,812.94
663,267,193,2,338.3,676.6
664,267,197,2,254.04,508.08
665,267,157,1,328.31,328.31
666,268,142,3,61.61,184.83
667,268,28,3,267.31,801.93
668,268,168,1,380.03,380.03
669,269,42,2,292.43,584.86
670,269,19,1,339.67,339.67
671,269,192,2,417.35,834.7
672,269,93,2,456.3,912.6
673,270,189,2,234.99,469.98
674,270,185,1,251.02,251.02
675,271,195,3,326.35,979.05
676,272,66,3,424.91,1274.73
677,272,178,2,325.47,650.94
678,272,134,1,61.64,61.64
679,273,193,2,374.58,749.16
680,273,195,2,294.07,588.14
681,273,75,2,97.37,194.74
682,274,4,1,338.56,338.56
683,275,67,3,155.58,466.74
684,275,157,2,294.26,588.52
685,275,134,3,57.3,171.9
686,275,60,3,388.21,1164.63
687,276,163,1,152.62,152.62
688,276,140,3,280.74,842.22
689,276,178,3,389.57,1168.71
690,276,104,3,328.99,986.97
691,277,98,3,378.67,1136.01
692,277,156,3,295.54,886.62
693,278,191,3,54.15,162.45
694,278,198,2,56.9,113.8
695,278,11,3,214.77,644.31
696,278,94,2,99.65,199.3
697,279,179,1,68.2,68.2
698,279,7,2,363.34,726.68
699,279,59,2,46.81,93.62
700,279,153,3,351.38,1054.14
701,280,97,2,185.24,370.48
702,280,182,1,159.55,159.55
703,280,94,1,90.49,90.49
704,281,44,3,21.57,64.71
705,281,57,3,448.76,1346.28
706,281,150,2,244.5,489.0
707,282,135,2,254.04,508.08
708,282,24,3,478.74,1436.22
709,283,87,1,166.2,166.2
710,283,84,1,271.95,271.95
711,284,167,1,118.99,118.99
712,284,135,1,249.48,249.48
713,284,171,3,178.04,534.12
714,285,119,1,148.27,148.27
715,285,98,1,340.91,340.91
716,285,43,2,88.48,176.96
717,286,151,2,163.93,327.86
718,286,145,1,112.55,112.55
719,286,49,1,302.45,302.45
720,287,72,3,278.66,835.98
721,287,39,1,467.14,467.14
722,287,191,1,54.73,54.73
723,287,93,3,492.3,1476.9
724,288,165,2,67.14,134.28
725,288,153,2,377.58,755.16
726,288,23,1,378.73,378.73
727,289,7,3,433.22,1299.66
728,289,134,1,61.75,61.75
729,289,61,2,313.47,626.94
730,290,39,2,408.75,817.5
731,290,4,1,347.94,347.94
732,291,119,3,144.26,432.78
733,291,113,1,147.45,147.45
734,291,150,3,226.84,680.52
735,291,149,3,431.9,1295.7
736,292,199,2,382.53,765.06
737,292,71,2,228.64,457.28
738,292,188,1,378.89,378.89
739,292,99,2,202.63,405.26
740,293,88,1,403.51,403.51
741,293,187,3,414.38,1243.14
742,294,145,1,125.04,125.04
743,294,86,3,499.25,1497.75
744,294,28,3,288.03,864.09
745,294,162,1,245.2,245.2
746,295,125,3,107.43,322.29
747,296,17,2,197.17,394.34
748,296,46,1,324.72,324.72
749,296,6,2,474.18,948.36
750,296,151,1,146.17,146.17
751,297,17,3,185.2,555.6
752,297,192,3,409.64,1228.92
753,297,75,3,88.63,265.89
754,298,108,3,225.0,675.0
755,298,59,3,45.88,137.64
756,299,90,3,274.96,824.88
757,299,63,1,163.34,163.34
758,299,153,3,360.62,1081.86
759,300,164,1,408.08,408.08
760,301,158,3,79.95,239.85
761,301,32,2,379.75,759.5
762,301,19,3,326.67,980.01
763,302,50,3,132.76,398.28
764,302,8,3,405.58,1216.74
765,303,26,2,269.05,538.1
766,304,111,1,389.07,389.07
767,304,104,1,329.05,329.05
768,304,186,2,272.3,544.6
769,304,129,2,497.17,994.34
770,305,25,1,361.23,361.23
771,305,51,3,215.29,645.87
772,305,71,2,209.66,419.32
773,305,109,1,49.6,49.6
774,306,163,1,164.0,164.0
775,307,182,2,153.5,307.0
776,308,143,1,361.29,361.29
777,309,84,2,283.59,567.18
778,309,8,1,411.64,411.64
779,309,153,3,354.33,1062.99
780,309,152,3,167.24,501.72
781,310,26,3,258.46,775.38
782,310,182,1,180.08,180.08
783,310,42,3,286.88,860.64
784,311,137,2,228.99,457.98
785,311,41,1,531.95,531.95
786,312,85,2,376.48,752.96
787,313,159,1,336.55,336.55
788,313,140,2,246.81,493.62
789,314,164,2,425.03,850.06
790,314,92,3,473.82,1421.46
791,315,31,2,219.39,438.78
792,315,179,1,71.44,71.44
793,315,149,2,375.77,751.54
794,315,17,2,177.0,354.0
795,316,130,3,412.87,1238.61
796,317,141,1,361.34,361.34
797,318,142,3,62.37,187.11
798,318,152,2,186.33,372.66
799,318,155,3,89.89,269.67
800,319,36,2,532.74,1065.48
801,319,122,2,163.12,326.24
802,319,54,2,361.06,722.12
803,320,133,1,328.2,328.2
804,321,164,2,412.68,825.36
805,321,106,3,52.6,157.8
806,321,84,1,248.07,248.07
807,321,135,1,251.7,251.7
808,322,172,3,281.96,845.88
809,322,86,1,436.4,436.4
810,323,105,3,357.85,1073.55
811,323,52,3,490.33,1470.99
812,323,96,3,85.55,256.65
813,324,138,3,157.26,471.78
814,324,100,1,439.31,439.31
815,325,60,2,332.61,665.22
816,325,190,1,454.73,454.73
817,326,12,2,345.33,690.66
818,327,80,1,362.14,362.14
819,328,49,2,314.4,628.8
820,328,106,2,52.48,104.96
821,328,62,1,370.71,370.71
822,329,115,3,506.76,1520.28
823,329,182,3,160.65,481.95
824,329,154,3,353.67,1061.01
825,330,111,2,387.34,774.68
826,330,184,2,381.16,762.32
827,330,3,1,347.74,347.74
828,331,69,3,156.56,469.68
829,331,161,3,263.37,790.11
830,331,3,1,337.68,337.68
831,331,168,1,344.54,344.54
832,332,31,1,249.71,249.71
833,333,18,1,319.34,319.34
834,333,50,2,133.4,266.8
835,333,145,3,130.09,390.27
836,333,89,2,230.26,460.52
837,334,78,1,444.09,444.09
838,334,153,2,377.35,754.7
839,334,71,1,230.76,230.76
840,335,55,2,152.79,305.58
841,335,34,1,258.07,258.07
842,335,140,2,246.36,492.72
843,335,10,3,280.75,842.25
844,336,118,2,215.46,430.92
845,336,165,1,60.33,60.33
846,337,177,3,457.36,1372.08
847,338,57,2,416.03,832.06
848,338,193,1,397.05,397.05
849,339,69,2,150.33,300.66
850,339,47,3,24.51,73.53
851,339,95,2,71.07,142.14
852,340,137,1,259.16,259.16
853,340,17,2,201.03,402.06
854,340,61,2,275.56,551.12
855,341,18,2,296.66,593.32
856,341,67,1,159.16,159.16
857,341,162,2,225.02,450.04
858,341,143,3,366.14,1098.42
859,342,166,3,255.27,765.81
860,343,100,1,495.26,495.26
861,343,10,1,258.26,258.26
862,343,38,3,312.66,937.98
863,344,153,1,358.97,358.97
864,344,32,1,328.16,328.16
865,344,61,2,331.08,662.16
